Hospital Name,HCPCS Category,Total Pmts,Total Charges,Total Claims,Unique Patients,Network,Network Parent,Definitive ID
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Temporary Procedures & Professional Services,$0,$0,,,Deaconess Health System,Deaconess Health System,1278
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Surgery - Integumentary System,$0,"$4,979",,,Deaconess Health System,Deaconess Health System,1278
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,"$4,402",,,Deaconess Health System,Deaconess Health System,1278
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Medicine - Cardiovascular,$0,"$3,321",,,Deaconess Health System,Deaconess Health System,1278
SIH Herrin Hospital,Path. and Lab. - Chemistry,$0,"$1,590",12,,Southern Illinois Healthcare,,1279
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Path. and Lab. - Urinalysis,$0,$398,,,Deaconess Health System,Deaconess Health System,1278
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Drugs Not Administered Orally,$0,"$3,719",,,Deaconess Health System,Deaconess Health System,1278
Deaconess Illinois Medical Center (FKA Heartland Regional Medical Center),Path. and Lab. - Definitive Drug Testing,$0,$684,,,Deaconess Health System,Deaconess Health System,1278
Silver Cross Hospital,Emerging Technology,$0,"$8,136",,,,,1277
Silver Cross Hospital,Temporary Codes,$0,"$29,216",140,100,,,1277
Silver Cross Hospital,Radiology - Radiologic Guidance,$0,"$5,854",,,,,1277
Silver Cross Hospital,"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,"$134,651",76,57,,,1277
Silver Cross Hospital,Medicine - Immunization Administration for Vaccines/Toxoids,$0,"$3,636",18,18,,,1277
Silver Cross Hospital,Path. and Lab. - Definitive Drug Testing,$0,"$1,992",,,,,1277
Silver Cross Hospital,Path. and Lab. - Evocative/Suppression Testing,$0,$111,,,,,1277
Silver Cross Hospital,Path. and Lab. - Cytogenetic Studies,$0,$380,,,,,1277
CGH Medical Center,Path. and Lab. - Molecular Pathology,$0,"$1,041",,,,,1274
CGH Medical Center,Medicine - Immunization Administration for Vaccines/Toxoids,$0,$362,,,,,1274
CGH Medical Center,Path. and Lab. - Other Procedures,$0,$538,,,,,1274
CGH Medical Center,Radiology - Radiologic Guidance,$0,"$3,997",,,,,1274
CGH Medical Center,Path. and Lab. - Transfusion Medicine,$0,"$1,244",,,,,1274
CGH Medical Center,Path. and Lab. - Surgical Pathology,$0,"$5,334",,,,,1274
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Medicine - Dialysis,$0,"$1,219",,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,"$20,009",28,23,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Medicine - Immunization Administration for Vaccines/Toxoids,$0,$249,,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Radiology - Radiologic Guidance,$0,"$3,334",,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Path. and Lab. - Other Procedures,$0,$370,,,Prime Healthcare Services,Prime Healthcare Services,1275
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,"$15,904",26,19,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Path. and Lab. - Surgical Pathology,$0,"$19,952",26,16,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Medicine - Medical Nutrition Therapy,$0,$225,,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),"Medicine - Vaccines, Toxoids",$0,$999,,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Medicine - Immunization Administration for Vaccines/Toxoids,$0,$333,,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Orthotic/Prosthetic Procedures,$0,"$1,015",,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Emerging Technology,$0,"$1,433",,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Uchicago Medicine AdventHealth Bolingbrook (FKA AdventHealth Bolingbrook),Anesthesia - Moderate (Conscious) Sedation,$0,"$2,280",11,,UChicago Medicine (FKA University of Chicago Medicine),UChicago Medicine (FKA University of Chicago Medicine),1276
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Anesthesia - Moderate (Conscious) Sedation,$0,$832,,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Path. and Lab. - Cytopathology,$0,"$13,515",,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Emerging Technology,$0,"$4,125",,,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Temporary Codes,$0,"$33,600",55,42,Prime Healthcare Services,Prime Healthcare Services,1275
Saint Joseph Medical Center - Joliet (FKA Ascension Saint Joseph Joliet),Path. and Lab. - Definitive Drug Testing,$0,"$2,414",11,11,Prime Healthcare Services,Prime Healthcare Services,1275
Graham Hospital Association (AKA Graham Health System),Drugs Not Administered Orally,$0,"$2,611",27,,,,1181
Graham Hospital Association (AKA Graham Health System),Path. and Lab. - Microbiology,$0,$446,,,,,1181
Graham Hospital Association (AKA Graham Health System),"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,"$1,753",,,,,1181
Graham Hospital Association (AKA Graham Health System),Path. and Lab. - Urinalysis,$0,$43,,,,,1181
Graham Hospital Association (AKA Graham Health System),Path. and Lab. - Surgical Pathology,$0,"$1,482",,,,,1181
Morris Hospital & Healthcare Centers,Temporary Codes,$0,"$1,159",12,,,,1183
Morris Hospital & Healthcare Centers,Path. and Lab. - Proprietary Laboratory Analyses,$0,"$2,916",,,,,1183
Morris Hospital & Healthcare Centers,Medicine - Medical Nutrition Therapy,$0,$798,,,,,1183
Morris Hospital & Healthcare Centers,"Medicine - Neuro-Cognitive, Mental Status, Speech Testing",$0,$46,,,,,1183
Morris Hospital & Healthcare Centers,Path. and Lab. - Other Procedures,$0,$360,,,,,1183
Morris Hospital & Healthcare Centers,Radiology - Radiologic Guidance,$0,"$4,123",,,,,1183
HSHS St Anthonys Memorial Hospital,"Transportation, Medical & Surgical Supplies, Miscellaneous & Experimental",$0,$86,,,Hospital Sisters Health System (AKA HSHS),,1179
HSHS St Anthonys Memorial Hospital,Path. and Lab. - Chemistry,$0,$423,,,Hospital Sisters Health System (AKA HSHS),,1179
